@relation PC2
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 string
@data
7.0,5.0,9.0,0.0,10.0,4.0,0.4,4.0,2.5,3.0,0.75,14.0,1.0,0.0,1.0,2.0,28.12,7.5,1581.81,0.07,46.0,0.13,87.88,210.91,0.25,3.0,5.0,12.0,0.33,21.0,25.0,14.0,10.0,12.0,90.0,10.0,'N'
3.0,3.0,3.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,11.98,7.5,673.94,0.03,23.0,0.13,37.44,89.86,0.5,1.0,2.0,7.0,0.33,10.0,13.0,6.0,9.0,6.0,75.0,4.0,'N'
11.0,1.0,6.0,0.0,20.0,6.0,0.86,10.0,2.0,1.0,0.17,22.0,1.0,0.0,1.0,1.0,22.33,7.0,1093.93,0.05,40.0,0.14,60.77,156.28,0.17,5.0,10.0,18.0,0.67,16.0,24.0,8.0,7.0,9.0,85.71,7.0,'N'
3.0,1.0,4.0,6.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,12.4,3.75,174.4,0.02,14.0,0.27,9.69,46.51,0.5,1.0,2.0,5.0,0.14,5.0,9.0,4.0,6.0,14.0,83.33,6.0,'N'
9.0,10.0,35.0,0.0,14.0,5.0,0.12,6.0,2.33,4.0,0.8,30.0,3.0,0.0,6.0,9.0,45.29,24.8,27844.43,0.37,211.0,0.04,1546.91,1122.93,0.6,4.0,7.0,27.0,0.11,103.0,108.0,27.0,13.0,46.0,85.37,41.0,'N'
3.0,3.0,9.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,9.0,1.0,0.0,2.0,3.0,15.84,15.56,3832.57,0.08,58.0,0.06,212.92,246.38,0.5,1.0,2.0,9.0,0.14,28.0,30.0,9.0,10.0,14.0,81.82,11.0,'N'
3.0,6.0,9.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,4.0,25.37,11.25,3210.79,0.1,64.0,0.09,178.38,285.4,0.5,1.0,2.0,10.0,0.13,27.0,37.0,12.0,10.0,15.0,81.82,11.0,'N'
9.0,4.0,11.0,0.0,14.0,5.0,0.33,6.0,2.33,4.0,0.8,16.0,4.0,0.0,4.0,4.0,17.47,10.39,1885.8,0.06,42.0,0.1,104.77,181.52,0.8,4.0,7.0,13.0,0.28,17.0,25.0,9.0,11.0,18.0,73.33,15.0,'N'
5.0,1.0,8.0,0.0,8.0,3.0,0.3,4.0,2.0,2.0,0.67,11.0,1.0,0.0,2.0,5.0,11.72,10.0,1172.07,0.04,30.0,0.1,65.11,117.21,0.33,2.0,4.0,10.0,0.21,10.0,20.0,5.0,10.0,14.0,80.0,10.0,'N'
7.0,2.0,17.0,1.0,8.0,4.0,0.21,2.0,4.0,2.0,0.5,12.0,4.0,1.0,2.0,4.0,40.2,18.67,14007.31,0.25,141.0,0.05,778.18,750.39,1.0,3.0,4.0,10.0,0.17,56.0,85.0,24.0,16.0,23.0,90.0,19.0,'N'
3.0,3.0,14.0,0.0,4.0,2.0,0.12,2.0,2.0,2.0,1.0,9.0,1.0,0.0,3.0,6.0,25.77,19.64,9942.83,0.17,109.0,0.05,552.38,506.18,0.5,1.0,2.0,9.0,0.1,50.0,59.0,14.0,11.0,21.0,82.35,17.0,'N'
9.0,3.0,12.0,1.0,16.0,5.0,0.31,8.0,2.0,5.0,1.0,23.0,5.0,1.0,4.0,2.0,20.76,10.29,2198.48,0.07,46.0,0.1,122.14,213.62,1.0,4.0,8.0,20.0,0.24,19.0,27.0,12.0,13.0,21.0,76.47,16.0,'N'
3.0,2.0,5.0,1.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,0.0,16.03,9.17,1347.0,0.05,34.0,0.11,74.83,146.95,0.5,1.0,2.0,10.0,0.2,15.0,19.0,9.0,11.0,10.0,75.0,7.0,'N'
9.0,6.0,12.0,0.0,14.0,5.0,0.33,6.0,2.33,5.0,1.0,24.0,5.0,1.0,3.0,1.0,17.23,16.36,4614.98,0.09,60.0,0.06,256.39,282.03,1.0,4.0,7.0,21.0,0.29,24.0,36.0,11.0,15.0,17.0,80.0,15.0,'N'
1.0,1.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,5.0,1.0,0.0,0.0,'N'
5.0,7.0,15.0,8.0,8.0,3.0,0.18,4.0,2.0,2.0,0.67,19.0,1.0,0.0,2.0,3.0,14.33,25.0,8955.08,0.12,73.0,0.04,497.5,358.2,0.33,2.0,4.0,18.0,0.1,25.0,48.0,10.0,20.0,29.0,92.0,17.0,'N'
9.0,0.0,40.0,8.0,16.0,5.0,0.11,8.0,2.0,1.0,0.2,20.0,1.0,0.0,4.0,3.0,21.96,95.0,198185.0,0.7,455.0,0.01,11010.28,2086.15,0.2,4.0,8.0,17.0,0.09,190.0,265.0,12.0,12.0,55.0,92.31,44.0,'N'
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,5.0,12.28,7.0,601.66,0.03,22.0,0.14,33.43,85.95,0.5,1.0,2.0,6.0,0.29,7.0,15.0,5.0,10.0,7.0,66.67,3.0,'N'
5.0,3.0,4.0,4.0,6.0,3.0,0.5,2.0,3.0,2.0,0.67,9.0,1.0,0.0,2.0,3.0,12.15,9.0,984.54,0.04,28.0,0.11,54.7,109.39,0.33,2.0,3.0,8.0,0.23,12.0,16.0,6.0,9.0,13.0,80.0,6.0,'N'
3.0,4.0,23.0,15.0,4.0,2.0,0.08,2.0,2.0,1.0,0.5,20.0,1.0,0.0,1.0,2.0,81.51,15.32,19133.0,0.42,216.0,0.07,1062.94,1248.77,0.5,1.0,2.0,20.0,0.05,99.0,117.0,42.0,13.0,42.0,97.44,24.0,'Y'
3.0,0.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,0.5,5.0,1.0,0.0,1.0,0.0,3.48,4.0,55.73,0.0,6.0,0.25,3.1,13.93,0.5,1.0,2.0,5.0,0.4,2.0,4.0,1.0,4.0,5.0,66.67,3.0,'N'
3.0,1.0,5.0,4.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,1.0,14.76,4.5,298.97,0.02,20.0,0.22,16.61,66.44,0.5,1.0,2.0,6.0,0.15,6.0,14.0,4.0,6.0,13.0,81.82,7.0,'N'
3.0,1.0,3.0,2.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,1.0,26.21,5.41,766.89,0.05,34.0,0.18,42.6,141.78,0.5,1.0,2.0,6.0,0.25,17.0,17.0,11.0,7.0,8.0,83.33,4.0,'N'
13.0,1.0,13.0,19.0,14.0,7.0,0.47,2.0,7.0,2.0,0.29,15.0,1.0,0.0,2.0,1.0,14.84,22.22,7326.97,0.11,71.0,0.05,407.05,329.71,0.14,6.0,7.0,10.0,0.19,25.0,46.0,9.0,16.0,36.0,94.12,15.0,'N'
11.0,0.0,5.0,0.0,20.0,6.0,0.86,8.0,2.5,1.0,0.17,18.0,5.0,0.0,2.0,4.0,12.42,12.83,2045.78,0.05,39.0,0.08,113.65,159.41,0.83,6.0,10.0,14.0,0.6,14.0,25.0,6.0,11.0,10.0,71.43,7.0,'N'
3.0,1.0,3.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,3.0,20.31,3.38,231.3,0.02,18.0,0.3,12.85,68.53,0.5,1.0,2.0,6.0,0.29,9.0,9.0,8.0,6.0,7.0,60.0,5.0,'N'
7.0,3.0,9.0,43.0,12.0,4.0,0.33,6.0,2.0,2.0,0.5,15.0,1.0,0.0,3.0,0.0,16.8,8.33,1166.67,0.05,35.0,0.12,64.81,140.0,0.25,3.0,6.0,13.0,0.07,10.0,25.0,6.0,10.0,57.0,94.55,12.0,'N'
3.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,0.0,6.97,5.0,174.35,0.01,11.0,0.2,9.69,34.87,0.5,1.0,2.0,6.0,0.25,5.0,6.0,3.0,6.0,8.0,83.33,2.0,'N'
9.0,7.0,16.0,0.0,16.0,5.0,0.24,8.0,2.0,5.0,1.0,21.0,5.0,1.0,5.0,2.0,19.63,19.38,7370.08,0.13,80.0,0.05,409.45,380.39,1.0,4.0,8.0,18.0,0.22,31.0,49.0,12.0,15.0,23.0,76.19,21.0,'N'
3.0,0.0,1.0,14.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,5.0,1.0,0.0,1.0,3.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,0.5,1.0,2.0,5.0,0.11,2.0,5.0,2.0,5.0,18.0,93.75,2.0,'N'
17.0,2.0,34.0,0.0,32.0,9.0,0.23,16.0,2.0,3.0,0.33,36.0,3.0,0.0,6.0,3.0,24.75,23.0,13091.58,0.19,116.0,0.04,727.31,569.2,0.33,8.0,16.0,29.0,0.2,46.0,70.0,15.0,15.0,44.0,85.0,40.0,'N'
5.0,1.0,6.0,0.0,6.0,3.0,0.38,2.0,3.0,2.0,0.67,9.0,3.0,1.0,2.0,4.0,10.16,10.0,1015.79,0.03,26.0,0.1,56.43,101.58,1.0,2.0,3.0,8.0,0.23,10.0,16.0,5.0,10.0,13.0,75.0,8.0,'N'
3.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,7.0,1.0,0.0,1.0,2.0,12.29,3.5,150.57,0.01,12.0,0.29,8.36,43.02,0.5,1.0,2.0,7.0,0.33,5.0,7.0,5.0,7.0,6.0,50.0,2.0,'N'
13.0,3.0,35.0,10.0,22.0,7.0,0.17,10.0,2.2,6.0,0.86,30.0,5.0,0.0,7.0,2.0,14.61,40.91,24444.48,0.2,123.0,0.02,1358.03,597.53,0.71,6.0,11.0,25.0,0.13,50.0,73.0,11.0,18.0,54.0,86.54,42.0,'N'
3.0,2.0,11.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,8.0,1.0,0.0,2.0,2.0,24.99,9.23,2129.55,0.08,51.0,0.11,118.31,230.7,0.5,1.0,2.0,8.0,0.13,24.0,27.0,13.0,10.0,15.0,84.62,13.0,'N'
5.0,2.0,17.0,1.0,6.0,3.0,0.16,2.0,3.0,2.0,0.67,10.0,3.0,1.0,2.0,3.0,40.35,18.33,13562.05,0.25,139.0,0.05,753.45,739.75,1.0,2.0,3.0,9.0,0.14,55.0,84.0,24.0,16.0,22.0,90.0,19.0,'N'
7.0,4.0,17.0,0.0,12.0,4.0,0.2,6.0,2.0,2.0,0.5,18.0,1.0,0.0,3.0,1.0,24.02,14.31,4916.77,0.11,74.0,0.07,273.15,343.65,0.25,3.0,6.0,16.0,0.18,31.0,43.0,13.0,12.0,22.0,85.0,20.0,'N'
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,1.0,21.78,6.05,797.21,0.04,30.0,0.17,44.29,131.77,0.5,1.0,2.0,6.0,0.4,11.0,19.0,10.0,11.0,5.0,66.67,3.0,'N'
5.0,5.0,5.0,0.0,8.0,3.0,0.5,4.0,2.0,3.0,1.0,14.0,1.0,0.0,1.0,5.0,21.72,9.6,2001.56,0.07,50.0,0.1,111.2,208.5,0.33,2.0,4.0,13.0,0.33,24.0,26.0,10.0,8.0,9.0,83.33,6.0,'N'
5.0,1.0,7.0,6.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,11.0,1.0,0.0,1.0,4.0,13.79,12.95,2313.9,0.06,38.0,0.08,128.55,178.62,0.33,2.0,4.0,10.0,0.19,19.0,19.0,11.0,15.0,16.0,92.86,8.0,'N'
17.0,5.0,36.0,16.0,20.0,11.0,0.26,10.0,2.0,10.0,0.91,34.0,1.0,0.0,6.0,1.0,28.41,29.76,25170.95,0.28,160.0,0.03,1398.39,845.66,0.09,5.0,10.0,25.0,0.18,46.0,114.0,17.0,22.0,60.0,89.66,42.0,'N'
35.0,15.0,57.0,10.0,54.0,19.0,0.31,24.0,2.25,8.0,0.42,84.0,8.0,0.0,5.0,4.0,31.63,42.73,57745.67,0.45,222.0,0.02,3208.09,1351.42,0.42,15.0,27.0,67.0,0.25,102.0,120.0,37.0,31.0,75.0,93.06,62.0,'N'
7.0,1.0,5.0,12.0,12.0,4.0,0.67,6.0,2.0,1.0,0.25,14.0,1.0,0.0,1.0,2.0,10.68,15.0,2402.74,0.05,41.0,0.07,133.49,160.18,0.25,3.0,6.0,12.0,0.2,15.0,26.0,5.0,10.0,20.0,94.44,6.0,'N'
3.0,3.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,9.0,1.0,0.0,1.0,0.0,4.71,12.0,677.67,0.02,17.0,0.08,37.65,56.47,0.5,1.0,2.0,9.0,0.4,6.0,11.0,2.0,8.0,5.0,66.67,3.0,'N'
7.0,1.0,9.0,0.0,12.0,4.0,0.36,6.0,2.0,3.0,0.75,15.0,1.0,0.0,2.0,2.0,9.5,22.29,4719.55,0.07,49.0,0.04,262.2,211.77,0.25,3.0,6.0,13.0,0.31,24.0,25.0,7.0,13.0,13.0,81.82,11.0,'N'
7.0,4.0,9.0,0.0,12.0,4.0,0.36,6.0,2.0,4.0,1.0,22.0,4.0,1.0,2.0,2.0,12.52,18.4,4237.92,0.08,49.0,0.05,235.44,230.32,1.0,3.0,6.0,20.0,0.29,23.0,26.0,10.0,16.0,14.0,81.82,11.0,'N'
3.0,4.0,3.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,9.0,1.0,0.0,1.0,2.0,18.43,7.15,942.15,0.04,30.0,0.14,52.34,131.77,0.5,1.0,2.0,9.0,0.29,13.0,17.0,10.0,11.0,7.0,75.0,4.0,'N'
9.0,4.0,17.0,3.0,16.0,5.0,0.25,8.0,2.0,3.0,0.6,23.0,1.0,0.0,3.0,4.0,35.31,17.78,11158.55,0.21,113.0,0.06,619.92,627.67,0.2,4.0,8.0,20.0,0.2,48.0,65.0,27.0,20.0,25.0,86.96,20.0,'N'
3.0,2.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,1.0,13.66,4.2,240.91,0.02,16.0,0.24,13.38,57.36,0.5,1.0,2.0,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,'N'
7.0,7.0,10.0,12.0,12.0,4.0,0.31,6.0,2.0,4.0,1.0,21.0,1.0,0.0,3.0,1.0,16.71,15.75,4143.93,0.09,59.0,0.06,230.22,263.11,0.25,3.0,6.0,19.0,0.15,18.0,41.0,8.0,14.0,27.0,88.0,13.0,'N'
3.0,2.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,10.38,4.0,166.05,0.01,12.0,0.25,9.23,41.51,0.5,1.0,2.0,6.0,0.4,3.0,9.0,3.0,8.0,5.0,66.67,3.0,'N'
3.0,2.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,3.0,16.89,4.5,342.0,0.03,19.0,0.22,19.0,76.0,0.5,1.0,2.0,6.0,0.4,7.0,12.0,7.0,9.0,5.0,66.67,3.0,'N'
13.0,4.0,35.0,9.0,20.0,7.0,0.18,8.0,2.5,3.0,0.43,33.0,4.0,0.0,5.0,0.0,45.27,24.03,26152.92,0.36,197.0,0.04,1452.94,1088.14,0.57,6.0,10.0,28.0,0.14,82.0,115.0,29.0,17.0,51.0,89.8,40.0,'N'
3.0,1.0,3.0,8.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,2.0,9.73,9.0,788.12,0.03,23.0,0.11,43.78,87.57,0.5,1.0,2.0,7.0,0.13,10.0,13.0,5.0,9.0,16.0,84.62,5.0,'N'
27.0,13.0,43.0,19.0,48.0,14.0,0.27,24.0,2.0,10.0,0.71,64.0,9.0,0.0,8.0,0.0,40.25,24.95,25050.3,0.33,168.0,0.04,1391.68,1004.18,0.64,12.0,24.0,52.0,0.19,71.0,97.0,37.0,26.0,72.0,88.57,51.0,'N'
5.0,3.0,3.0,0.0,6.0,3.0,0.75,2.0,3.0,2.0,0.67,9.0,1.0,0.0,1.0,4.0,13.88,8.36,969.43,0.04,29.0,0.12,53.86,116.0,0.33,2.0,3.0,8.0,0.38,13.0,16.0,7.0,9.0,8.0,75.0,4.0,'N'
5.0,3.0,9.0,0.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,12.0,1.0,0.0,2.0,1.0,15.51,9.75,1474.86,0.05,35.0,0.1,81.94,151.27,0.33,2.0,4.0,11.0,0.23,13.0,22.0,8.0,12.0,13.0,81.82,11.0,'N'
3.0,1.0,3.0,1.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,7.92,4.17,137.5,0.01,11.0,0.24,7.64,33.0,0.5,1.0,2.0,5.0,0.29,5.0,6.0,3.0,5.0,7.0,80.0,4.0,'N'
3.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,6.97,5.0,174.35,0.01,11.0,0.2,9.69,34.87,0.5,1.0,2.0,6.0,0.4,5.0,6.0,3.0,6.0,5.0,50.0,2.0,'N'
3.0,0.0,7.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,1.0,15.95,5.14,421.94,0.03,21.0,0.19,23.44,82.04,0.5,1.0,2.0,6.0,0.18,9.0,12.0,7.0,8.0,11.0,77.78,9.0,'N'
3.0,6.0,32.0,7.0,4.0,2.0,0.06,2.0,2.0,2.0,1.0,33.0,1.0,0.0,3.0,4.0,121.99,6.1,4539.25,0.25,138.0,0.16,252.18,744.14,0.5,1.0,2.0,33.0,0.04,61.0,77.0,35.0,7.0,46.0,92.86,35.0,'N'
5.0,2.0,11.0,23.0,8.0,3.0,0.21,4.0,2.0,2.0,0.67,12.0,1.0,0.0,3.0,1.0,16.64,8.94,1328.8,0.05,35.0,0.11,73.82,148.68,0.33,2.0,4.0,11.0,0.08,13.0,22.0,8.0,11.0,39.0,91.89,14.0,'N'
9.0,2.0,11.0,0.0,14.0,5.0,0.36,6.0,2.33,3.0,0.6,19.0,3.0,0.0,3.0,6.0,14.25,20.57,6029.63,0.1,69.0,0.05,334.98,293.11,0.6,4.0,7.0,16.0,0.28,24.0,45.0,7.0,12.0,18.0,78.57,14.0,'N'
3.0,2.0,2.0,4.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,3.0,10.81,6.3,429.12,0.02,19.0,0.16,23.84,68.11,0.5,1.0,2.0,7.0,0.2,9.0,10.0,5.0,7.0,10.0,85.71,3.0,'N'
3.0,5.0,6.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,12.0,1.0,0.0,3.0,3.0,14.94,10.13,1531.27,0.05,37.0,0.1,85.07,151.24,0.5,1.0,2.0,12.0,0.15,18.0,19.0,8.0,9.0,13.0,66.67,9.0,'N'
3.0,1.0,12.0,35.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,2.0,0.0,15.99,30.55,14925.04,0.16,108.0,0.03,829.17,488.54,0.5,1.0,2.0,8.0,0.04,47.0,61.0,10.0,13.0,51.0,95.92,14.0,'N'
21.0,3.0,28.0,16.0,32.0,11.0,0.35,12.0,2.67,5.0,0.45,43.0,11.0,1.0,3.0,4.0,18.41,86.77,138606.57,0.53,314.0,0.01,7700.36,1597.46,1.0,10.0,16.0,34.0,0.22,137.0,177.0,15.0,19.0,51.0,93.62,31.0,'N'
7.0,4.0,16.0,0.0,10.0,4.0,0.2,4.0,2.5,3.0,0.75,16.0,3.0,0.0,4.0,7.0,23.28,16.67,6466.18,0.13,87.0,0.06,359.23,387.97,0.75,3.0,5.0,14.0,0.15,40.0,47.0,12.0,10.0,27.0,80.0,20.0,'N'
3.0,3.0,4.0,1.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,19.53,4.0,312.55,0.03,20.0,0.25,17.36,78.14,0.5,1.0,2.0,7.0,0.25,7.0,13.0,7.0,8.0,8.0,83.33,5.0,'N'
3.0,1.0,4.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,2.0,8.24,5.0,206.05,0.01,13.0,0.2,11.45,41.21,0.5,1.0,2.0,6.0,0.25,5.0,8.0,3.0,6.0,8.0,66.67,6.0,'N'
3.0,1.0,4.0,2.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,7.0,1.0,0.0,1.0,2.0,10.8,13.33,1920.0,0.05,36.0,0.08,106.67,144.0,0.5,1.0,2.0,7.0,0.22,16.0,20.0,6.0,10.0,9.0,85.71,5.0,'N'
13.0,4.0,22.0,0.0,22.0,7.0,0.27,10.0,2.2,2.0,0.29,27.0,1.0,0.0,4.0,2.0,21.29,26.07,14467.0,0.19,111.0,0.04,803.72,555.0,0.14,6.0,11.0,22.0,0.25,46.0,65.0,15.0,17.0,28.0,84.62,26.0,'N'
18.0,6.0,57.0,13.0,24.0,11.0,0.17,12.0,2.0,5.0,0.45,47.0,3.0,0.0,7.0,0.0,39.35,56.37,125041.65,0.74,367.0,0.02,6946.76,2218.29,0.27,6.0,12.0,38.0,0.14,153.0,214.0,38.0,28.0,79.0,90.91,64.0,'N'
3.0,2.0,3.0,1.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,14.52,5.79,486.0,0.03,21.0,0.17,27.0,84.0,0.5,1.0,2.0,6.0,0.29,9.0,12.0,7.0,9.0,7.0,80.0,4.0,'N'
3.0,0.0,3.0,1.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,4.0,12.05,5.83,410.13,0.02,19.0,0.17,22.79,70.31,0.5,1.0,2.0,6.0,0.29,10.0,9.0,6.0,7.0,7.0,80.0,4.0,'N'
5.0,3.0,5.0,0.0,8.0,3.0,0.5,4.0,2.0,1.0,0.33,13.0,1.0,0.0,1.0,0.0,13.12,11.56,1752.06,0.05,34.0,0.09,97.34,151.62,0.33,2.0,4.0,12.0,0.38,16.0,18.0,9.0,13.0,8.0,83.33,6.0,'N'
3.0,1.0,5.0,1.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,4.0,16.46,8.4,1161.24,0.05,31.0,0.12,64.51,138.24,0.5,1.0,2.0,5.0,0.22,14.0,17.0,10.0,12.0,9.0,85.71,6.0,'N'
13.0,7.0,35.0,17.0,20.0,7.0,0.19,8.0,2.5,2.0,0.29,31.0,3.0,0.0,2.0,5.0,28.27,30.31,25970.12,0.29,161.0,0.03,1442.78,856.83,0.43,6.0,10.0,26.0,0.12,67.0,94.0,21.0,19.0,60.0,96.3,37.0,'Y'
3.0,0.0,5.0,2.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,5.0,1.0,0.0,1.0,2.0,14.88,8.13,982.54,0.04,29.0,0.12,54.59,120.93,0.5,1.0,2.0,5.0,0.2,13.0,16.0,8.0,10.0,10.0,87.5,6.0,'N'
3.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,7.0,1.0,0.0,1.0,0.0,7.83,4.67,170.53,0.01,11.0,0.21,9.47,36.54,0.5,1.0,2.0,7.0,0.5,4.0,7.0,3.0,7.0,4.0,50.0,2.0,'N'
3.0,1.0,5.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,0.0,9.6,6.13,360.21,0.02,17.0,0.16,20.01,58.81,0.5,1.0,2.0,6.0,0.22,7.0,10.0,4.0,7.0,9.0,71.43,7.0,'N'
13.0,4.0,15.0,1.0,24.0,7.0,0.41,12.0,2.0,7.0,1.0,37.0,1.0,0.0,2.0,6.0,20.11,31.88,20434.13,0.21,124.0,0.03,1135.23,641.07,0.14,6.0,12.0,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,'N'
3.0,5.0,8.0,4.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,12.0,1.0,0.0,2.0,2.0,18.51,5.83,630.0,0.04,27.0,0.17,35.0,108.0,0.5,1.0,2.0,12.0,0.13,15.0,12.0,9.0,7.0,15.0,85.71,10.0,'N'
5.0,1.0,2.0,0.0,8.0,3.0,1.0,4.0,2.0,2.0,0.67,9.0,1.0,0.0,1.0,4.0,10.04,5.0,250.95,0.02,14.0,0.2,13.94,50.19,0.33,2.0,4.0,8.0,0.5,5.0,9.0,4.0,8.0,6.0,66.67,3.0,'N'
7.0,2.0,4.0,0.0,12.0,4.0,0.8,6.0,2.0,2.0,0.5,13.0,1.0,0.0,1.0,1.0,17.95,7.94,1133.07,0.05,33.0,0.13,62.95,142.62,0.25,3.0,6.0,11.0,0.57,13.0,20.0,9.0,11.0,7.0,80.0,5.0,'N'
3.0,6.0,9.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,10.0,1.0,0.0,2.0,5.0,27.58,11.15,3430.95,0.1,68.0,0.09,190.61,307.6,0.5,1.0,2.0,10.0,0.13,29.0,39.0,13.0,10.0,15.0,81.82,11.0,'N'
23.0,10.0,42.0,17.0,38.0,12.0,0.26,16.0,2.38,3.0,0.25,61.0,1.0,0.0,5.0,0.0,77.13,21.16,34532.43,0.54,272.0,0.05,1918.47,1632.0,0.08,11.0,19.0,51.0,0.18,117.0,155.0,47.0,17.0,66.0,92.19,47.0,'N'
7.0,8.0,15.0,0.0,12.0,4.0,0.21,6.0,2.0,4.0,1.0,20.0,4.0,1.0,4.0,4.0,17.92,22.0,8672.47,0.13,82.0,0.05,481.8,394.2,1.0,3.0,6.0,18.0,0.18,33.0,49.0,12.0,16.0,22.0,78.95,19.0,'N'
11.0,5.0,26.0,44.0,12.0,7.0,0.22,6.0,2.0,6.0,0.86,26.0,1.0,0.0,6.0,1.0,25.22,17.4,7636.2,0.15,87.0,0.06,424.23,438.86,0.14,3.0,6.0,21.0,0.09,29.0,58.0,15.0,18.0,78.0,92.11,32.0,'N'
3.0,0.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,2.0,6.18,5.0,154.4,0.01,11.0,0.2,8.58,30.88,0.5,1.0,2.0,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,'N'
21.0,8.0,31.0,13.0,38.0,11.0,0.31,18.0,2.11,9.0,0.82,44.0,3.0,0.0,5.0,1.0,26.64,25.97,17969.91,0.23,130.0,0.04,998.33,691.85,0.27,10.0,19.0,35.0,0.22,47.0,83.0,19.0,21.0,51.0,89.8,36.0,'N'
